id,identity,alignmentLength,maxAlignment,phylum,class,order,family,genus,species,db
ba0277d0695d81123fa2795923d2ec39,99.681,313,31200.153,Annelida,Polychaeta,Phyllodocida,Hesionidae,Syllidia,Syllidia_hongkongensis,SHELBY
b95e50a09760d5f9e99e5f9c95659573,82.54,315,26000.1,Arthropoda,Insecta,Diptera,Stratiomyidae,Ptilocera,Ptilocera_continua,SHELBY
819203d1a8cbfc54ea030f8bfafc72d4,86.293,321,27700.053,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_brasiliensis,SHELBY
a6243f1d3f0546ee3780e2192e0198b8,100,313,31300,Annelida,Polychaeta,Spionida,Spionidae,NA,Spionidae_HK02,SHELBY
48f5228393f5622e335ba05c17b2989c,100,310,31000,Platyhelminthes,Turbellaria,Polycladida,NA,NA,Polycladida_HK08,SHELBY
cf66dfa165da071b93e806316dbbb488,81.529,314,25600.106,Arthropoda,Insecta,Lepidoptera,Sphingidae,Neopolyptychus,Neopolyptychus_compar,SHELBY
855d93f39cf2674c1040cd8932d1243d,80.063,316,25299.908,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus_eximius,SHELBY
772b1919b0cc5077ed5c5d17059e5315,100,313,31300,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pisidia,Pisidia_gordoni,SHELBY
77f66382b5ed39c46f97fd9313f0f63d,80,300,24000,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium_mirum,SHELBY
03004b0e5e83a7f181a8d21bcfd139e6,95.527,313,29899.951,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Podocerus,Podocerus_brasiliensis,SHELBY
721699da60d62139e9558f1fd9ba2bc4,100,313,31300,Arthropoda,Malacostraca,Amphipoda,NA,NA,Amphipoda_unspecified,SHELBY
c09602fecae076b6a341a49ae31f5ea8,100,313,31300,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Pagurus_HK01,SHELBY
021c6b06f207cf3e5f9fec7ce39114bd,81.994,311,25500.134,Arthropoda,Malacostraca,Amphipoda,NA,NA,Amphipoda_sp._OTU10,SHELBY
e90b77d99635e55c00d041693d80705f,96.795,312,30200.04,Porifera,Demospongiae,Dendroceratida,Dictyodendrillidae,Igernella,Igernella_notabilis,SHELBY
386fb7c1601d3fc02600c020ad7d3d3f,98.387,310,30499.97,Annelida,NA,Scolecida,Orbiniidae,NA,Orbiniidae_HK01,SHELBY
ffd0e6fa67becb608252be327a226828,100,313,31300,Chordata,Actinopterygii,Perciformes,Gobiidae,Tridentiger,Tridentiger_trigonocephalus,SHELBY
b4aa9cd985c229733c5d60570190acc6,100,313,31300,Arthropoda,Malacostraca,Amphipoda,Maeridae,Maera,Maera_HK01,SHELBY
3289be4645ab15f978541f8a6a1900c1,84.177,316,26599.932,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Cantharus,Cantharus_cecillei,SHELBY
66c77e8b5735d5ef1e4bbd1a5583795b,84.665,313,26500.145,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina,Parasmittina_collifera,SHELBY
1bbf7ea52be65932695ff85330961b19,100,304,30400,Mollusca,Bivalvia,Ostreida,Ostreidae,Dendostrea,Dendostrea_sandwichensis,SHELBY
e08ebae715612ad9f8e67ff6f7f360a1,99.361,313,31099.993,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,Gammaridae_sp._KML_32,SHELBY
53bc0a6f05cf247d1748401447579a50,96.486,313,30200.118,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,Cirratulidae_HK02,SHELBY
d6149622345b091a8384a6027fc34d81,100,304,30400,Mollusca,Bivalvia,Ostreoida,Ostreidae,Ostrea,Ostrea_stentina,SHELBY
1d724cdad25c85bb614bb4a0bd3bfdaf,99.361,313,31099.993,Arthropoda,Malacostraca,Amphipoda,NA,NA,Amphipoda_sp._BOLD:ACQ7829,SHELBY
2d67a88559e93fe9fe7fa2222804d2a1,82.903,310,25699.93,Arthropoda,Insecta,Lepidoptera,Notodontidae,Sericochroa,Sericochroa_arecosa,SHELBY
a62769719555c6905ee0e61206cc9d42,100,313,31300,Annelida,Polychaeta,Terebellida,Terebellidae,NA,Terebellidae_HK09,SHELBY
987a9373d6b50527c8eb0fd13b8f4785,81.433,307,24999.931,Arthropoda,Hexanauplia,Calanoida,Calanidae,Undinula,Undinula_vulgaris,SHELBY
cc526f49e6d15db11f42045f3fd42b42,84.936,312,26500.032,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,Glycera_sp._Vd1(b)-Gly,SHELBY
885b9305c062365e3f6e0ba33b4c097d,100,313,31300,Annelida,Polychaeta,Sabellida,Sabellariidae,NA,Sabellariidae_HK01,SHELBY
289574a00ca25fcd2c6bf9c9fc3488d6,99.671,304,30299.984,Mollusca,Bivalvia,Ostreoida,Ostreidae,Dendostrea,Dendostrea_crenulifera,SHELBY
68adf10657d10a5d64d2be9995b770ba,81.15,313,25399.95,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,Microporella_sp._BLEED387,SHELBY
dd302a7f4d0a30012b8d68f306f8a223,83.387,313,26100.131,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,Odontosyllis_gibba,SHELBY
0d560654c5994ea2d8e7dca87003b499,99.681,313,31200.153,Annelida,Polychaeta,Terebellida,Cirratulidae,Timarete,Timarete_ceciliae,SHELBY
d97450248005f69e7c541c1b58ed695f,81.388,317,25799.996,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lymanopoda,Lymanopoda_albocincta_albocincta,SHELBY
7caf73fa36d2a3d5c55ead8ede0b0ccc,86.859,312,27100.008,Entoprocta,NA,NA,Pedicellinidae,Pedicellina,Pedicellina_cernua,SHELBY
9ecd1cf786003412d4b52965ede17ac1,99.677,310,30899.87,Platyhelminthes,Turbellaria,Polycladida,NA,NA,Polycladida_HK07,SHELBY
b45fa974b47bc8be196cfd8df0191cfb,100,313,31300,Annelida,Polychaeta,Eunicida,Eunicidae,NA,Eunicidae_HK03,SHELBY
d48bc1090433c8e6dc11e7a4e409b1d6,85.531,311,26600.141,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia_hemisphaerica,SHELBY
dd373627eabdf42d5f36171a0c31cfd7,99.042,313,31000.146,Annelida,Polychaeta,Phyllodocida,Polynoidae,Melaenis,Melaenis_sp._YZ-2018,SHELBY
a25d15f82343312084d8643a5961c502,99.045,314,31100.13,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata_vittata,SHELBY
d693864d0da51011d86887a252a0516d,100,313,31300,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce_HK03,SHELBY
6506b61af1f716bb0aa81f5281dbbf3d,97.444,313,30499.972,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina,Parasmittina_sp._BMOO-07647,SHELBY
a3e3eedc7615a3e0f513cec5d870e289,99.361,313,31099.993,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_bisincisus,SHELBY
62903f96e4a5a1f75e2fd252b72c2cba,100,313,31300,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Periclimenes,Periclimenes_HK01,SHELBY
4b36d205251694a261735215d3c7b331,100,313,31300,Annelida,NA,NA,NA,NA,Annelida_sp._BOLD:ACR0175,SHELBY
c9bb4c2ae041d4f36a409a6307b6bd44,100,313,31300,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,Synalpheus_streptodactylus,SHELBY
8da3d9b47e7c3e922448edc1a70e317a,95.513,312,29800.056,Porifera,Demospongiae,Biemnida,Biemnidae,Sigmaxinella,Sigmaxinella_hipposiderus,SHELBY
f706e55a48666e1127ca62db7996dda2,100,313,31300,Arthropoda,Malacostraca,Decapoda,Rhynchocinetidae,Rhynchocinetes,Rhynchocinetes_brucei,SHELBY
98e08b5da178cc18e6bb72b39d4dd891,99.681,313,31200.153,Arthropoda,Malacostraca,Decapoda,Diogenidae,Areopaguristes,Areopaguristes_HK01,SHELBY
8f91a1954a29a9a3d9f171c9fb7356e9,80.065,306,24499.89,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Mortoniella,Mortoniella_roldani,SHELBY
2427280e7c7658ab76888f7561390b6f,96.805,313,30299.965,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus_trigonus,SHELBY
5709356d8558da6d3ed2cb32fc6c9383,100,313,31300,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,Microporella_HK01,SHELBY
94a582f06520820bec75fffcc44ff7c9,95.527,313,29899.951,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,Monocorophium_acherusicum,SHELBY
cfa1ad82289621767c6ce18ed80ae031,96.166,313,30099.958,Echinodermata,Ophiuroidea,NA,NA,NA,Ophiuroidea_HK01,SHELBY
3fce100e0bf00a0829bf5f3ac5910d46,100,313,31300,Arthropoda,Malacostraca,Decapoda,Pilumnidae,NA,Pilumnidae_HK02,SHELBY
acee33be57d92f903c8b021fec805cef,100,313,31300,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_edwardsii_HK01,SHELBY
dfb66cfcfea48dc9191fc06c39cbd83e,82.951,305,25300.055,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,Ophryotrocha_labronica,SHELBY
5435751a8badbe7320b6bc89c14a1bc0,80.511,313,25199.943,Annelida,Polychaeta,Spionida,Spionidae,Marenzelleria,Marenzelleria_viridis,SHELBY
da2971e25369f6b6a42f04a6f1e5d79e,84.091,308,25900.028,Annelida,Polychaeta,Spionida,Spionidae,Boccardiella,Boccardiella_hamata,SHELBY
505c38ee2ec73a8e5f3e06c9958299f2,93.61,313,29299.93,Annelida,Clitellata,Haplotaxida,Naididae,Heterodrilus,Heterodrilus_sp._n._PDW-2015,SHELBY
91f8a8462ca62641d40c8702b30059db,95.847,313,30000.111,Porifera,Demospongiae,Clionaida,Clionaidae,Pione,Pione_velans,SHELBY
775a73e5f0df3a8ccf26234669e86c6b,97.125,313,30400.125,Annelida,Polychaeta,Phyllodocida,Hesionidae,Syllidia,Syllidia_hongkongensis,SHELBY
f81d5e9aa79937c4e322ec1c21bea004,81.013,316,25600.108,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Thermocyclops,Thermocyclops_decipiens,SHELBY
d168e36e45a23952aaa887cba3f729c5,98.722,313,30899.986,Porifera,Demospongiae,Suberitida,Suberitidae,Protosuberites,Protosuberites_ectyoninus,SHELBY
a0d62e36b67bba0a52b81511727ebb8f,100,313,31300,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,Barbatia_trapezina,SHELBY
306762f169dee8a2f8d567d0c4780d6b,98.701,308,30399.908,Porifera,Demospongiae,Dendroceratida,Darwinellidae,Dendrilla,Dendrilla_sp._FAR-2016,SHELBY
eaf621b98c4ae489232c40264eb168e6,100,313,31300,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,Syllidae,SHELBY
0f2cadd7bb1428df54348ee5eceb40d4,99.681,313,31200.153,Arthropoda,Malacostraca,Amphipoda,NA,NA,Amphipoda_sp._LPdivOTU63,SHELBY
6bd4295620b876c02d7b9879e1e62083,80.831,313,25300.103,Arthropoda,Insecta,Mecoptera,Panorpodidae,Panorpodes,Panorpodes_paradoxus,SHELBY
0e99e5f0758ed313f2736e380d180812,100,313,31300,Mollusca,Gastropoda,Trochida,Trochidae,Calliostoma,Calliostoma_katoi,SHELBY
3045460c470acb89413f732b5d4f28b3,100,313,31300,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Cuapetes,Cuapetes_HK01,SHELBY
53db6272e3ffda38bb356ed1fa8a4ec7,99.361,313,31099.993,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Podocerus,Podocerus_brasiliensis,SHELBY
c8089212c078257c8fc944278c2dfc60,83.279,305,25400.095,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,Ophryotrocha_labronica,SHELBY
52b14c9808ec3bcfde5b456209f29165,96.795,312,30200.04,Arthropoda,Malacostraca,Decapoda,Alpheidae,Athanas,Athanas_parvus,SHELBY
4c8f20799b105e1e073ef2c334945044,100,313,31300,Sipuncula,Phascolosomatidea,Phascolosomatida,Phascolosomatidae,Phascolosoma,Phascolosoma_HK01,SHELBY
4698aabb8eff7119a4d3422b5b4fa3a3,88.274,307,27100.118,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_bidentata,SHELBY
be34ae85477c74b43df712d16c6a1e75,82.428,313,25799.964,Arthropoda,Insecta,Lepidoptera,Pieridae,Colotis,Colotis_halimede,SHELBY
3b7d1df42b919c1816a4f3a5fac77d80,100,313,31300,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Styela_canopus_HK02,SHELBY
18b9b82364e7dfc7f1aa447e58ac2ee8,80.195,308,24700.06,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa,Jassa_staudei,SHELBY
782472b9192549ddb55c1f687baf2057,92.557,309,28600.113,Platyhelminthes,Turbellaria,Polycladida,NA,NA,Polycladida_HK07,SHELBY
36fe9c652c154d5cca0033bad804d46c,80.132,302,24199.864,Arthropoda,Insecta,Diptera,Tephritidae,Dacus,Dacus_venetatus,SHELBY
1ab02781bf087c119f3b89ae93b2478e,98.403,313,30800.139,Porifera,Demospongiae,Clionaida,Clionaidae,Pione,Pione_velans,SHELBY
2a541fe8fc5afcd5f5f436c2b9fa59bf,99.681,313,31200.153,Arthropoda,Malacostraca,Decapoda,Xanthidae,Medaeops,Medaeops_granulosus,SHELBY
a7c8596c2ff4a6c95be46753e8da8ae3,85.127,316,26900.132,Arthropoda,Insecta,Diptera,Syrphidae,Rohdendorfia,Rohdendorfia_alpina,SHELBY
7fd3bdce3164ae56d882cb876cb11d77,100,313,31300,Chordata,Actinopterygii,Perciformes,Gobiidae,Istigobius,Istigobius_HK01,SHELBY
93a3324145ed8bd583ec383dab9ed08d,87.013,308,26800.004,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus_carolinensis,SHELBY
da1b6d031230208c0bf91a52056b38c5,80.333,300,24099.9,Arthropoda,Insecta,Lepidoptera,Erebidae,Herminia,Herminia_grisealis,SHELBY
86cfa712a239770133e37668e37540aa,99.361,313,31099.993,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce_HK01,SHELBY
f711d825c5cddc7b3c71751254bffcde,100,313,31300,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Enosteoides,Enosteoides_ornatus,SHELBY
244f5a5deb5fb850f1194c7a230c2b55,100,313,31300,Annelida,Polychaeta,Phyllodocida,Hesionidae,Platynereis,Nereididae_HK04,SHELBY
27396927aabb3a3e852ee439e5e4bde4,100,313,31300,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,Herdmania_pallida,SHELBY
48182dec55177c9c7c1f4560f03934ee,99.042,313,31000.146,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Symplegma,Symplegma_rubra,SHELBY
02117f685a3cdb596ae37c749888beea,100,313,31300,Porifera,NA,NA,NA,NA,Porifera_HK01,SHELBY
ba38d38b17c4d079e37284ecc150cde4,97.436,312,30400.032,Porifera,Demospongiae,Suberitida,Suberitidae,Protosuberites,Protosuberites_denhartogi,SHELBY
2d6168af2ffa78c6c71146c8a10681a9,97.444,313,30499.972,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora_haswelli,SHELBY
d73fb3af1d0e3d18c8657d75c6f6e924,81.47,313,25500.11,Arthropoda,Insecta,Diptera,Asilidae,Trichardis,Trichardis_effrena,SHELBY
e920642c268eb92e54418598edfe1242,82.353,306,25200.018,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Treptopale,Treptopale_homalos,SHELBY
5190087a85f5a7cd5c3895eb64f17e90,94.249,313,29499.937,Annelida,Polychaeta,Terebellida,Cirratulidae,Timarete,Timarete_ceciliae,SHELBY
23595d5b7f24efcab6a19d07783b3572,84.211,304,25600.144,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Nereiphylla,Nereiphylla_HK02,SHELBY
9d9baca9ff68fd553f4f84daeaa8fd4b,91.667,312,28600.104,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia_folleata,SHELBY
c1a88028022fb306e728866c349b861b,85.161,310,26399.91,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina,Parasmittina_collifera,SHELBY
5d30bf43c13cc42dd7d8445191c47427,100,313,31300,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,Petrolisthes_boscii,SHELBY
2909a7ded2864e336c50dc0644936910,80.198,303,24299.994,Arthropoda,Insecta,Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis_montana,SHELBY
19ebf4d4e007cd12e71d6f9ce1882f3a,96.166,313,30099.958,Porifera,Demospongiae,Clionaida,Clionaidae,Pione,Pione_velans,SHELBY
0fafc0a76ddd614534c23780cc95475c,100,313,31300,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Thor,Thor_paschalis_HK02,SHELBY
65c1a72b194c055aba68e7816577bdb3,86.667,315,27300.105,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia_hemisphaerica,SHELBY
4d85b229f6b77cdabbff7c4ed81c26ce,80.263,304,24399.952,Mollusca,Gastropoda,Neogastropoda,NA,NA,NA,SHELBY
d5fa3d72e36a2242d7277d96ad378f55,96.805,313,30299.965,Porifera,Demospongiae,Dendroceratida,Dictyodendrillidae,Igernella,Igernella_notabilis,SHELBY
a031a54f1b3fc927c1deee5c1b17779f,100,313,31300,Annelida,Polychaeta,Phyllodocida,Syllidae,Trypanosyllis,Trypanosyllis_luzonensis_HK01,SHELBY
01240e00f2909d59f49db944170ecb56,99.361,313,31099.993,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pachycheles,Pachycheles_sculptus,SHELBY
967b398ee96bd74513880b70c3b69ab3,82.958,311,25799.938,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora_websteri,SHELBY
147c0cbdb30ac6f8dd445cf338eeb427,97.444,313,30499.972,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,Haliclona_aff._aquaeductus,SHELBY
3e576049b8306a2e5296040bece07a53,96.166,313,30099.958,Echinodermata,Ophiuroidea,NA,NA,NA,Ophiuroidea_HK01,SHELBY
71648e3ed9ff12dac08109fd1029471b,92.332,313,28899.916,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia_gracilis,SHELBY
feffb3d22c6e782df2828c04ea90c04e,100,313,31300,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Thor,Thor_paschalis_HK01,SHELBY
d1e1c040615792f2d352a2d4f275cf39,100,313,31300,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer,Lucifer_hanseni,SHELBY
b3c110965ccadeababc66f80c04f406e,100,313,31300,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,Syllidae_HK05,SHELBY
e93714812aa0c6297bd6b51be9d1bd1a,99.359,312,31000.008,Mollusca,Gastropoda,[unassigned]_Caenogastropoda,Cerithiopsidae,Seila,Seila_morishimai,SHELBY
ec9e234e23df310bd7a758155c1835e7,80.192,313,25100.096,Arthropoda,Insecta,Lepidoptera,Geometridae,Nemoria,Nemoria_rectilinea,SHELBY
f57dc954aba29fe2c8b66fb7bb169f2c,84.887,311,26399.857,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,Cirratulidae_HK02,SHELBY
