id,identity,alignmentLength,maxAlignment,phylum,class,order,family,genus,species,db,phylumID,classID,speciesID
d71d0ecf7ca931950800bcfcf284625e,100,313,31300,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus_trigonus,SHELBY,NA,NA,NA
352f762cc14ea89c833f13ebd9ba11af,98.718,312,30800.016,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiactis,Ophiactis_lymani,SHELBY,NA,NA,NA
030ccc57477a28dbc0598cba734be78b,80.132,302,24199.864,Arthropoda,Insecta,Diptera,Psychodidae,Sergentomyia,Sergentomyia_christophersi,SHELBY,NA,NA,NA
c3bf24d80096db52c0c269166e29e164,100,313,31300,Annelida,Polychaeta,Phyllodocida,Hesionidae,Leocrates,Leocrates_chinensis_HK01,SHELBY,NA,NA,NA
9a2e801265201c290234cbb4cd625a05,100,313,31300,Annelida,Polychaeta,Eunicida,Eunicidae,NA,Eunicidae_HK04,SHELBY,NA,NA,NA
dc25c9c7e842964f8f9fd4fe5b24190f,81.107,307,24899.849,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Phascolosoma,Phascolosoma_granulatum,SHELBY,NA,NA,NA
4f53cafe7b4dbd0d3b8d163d86399005,100,313,31300,Annelida,Polychaeta,Eunicida,Eunicidae,Lysidice,Lysidice_HK01,SHELBY,NA,NA,NA
7d2811f0973c48db718f6549abec953d,91.054,313,28499.902,Annelida,Polychaeta,Spionida,Cirratulidae,Dodecaceria,Dodecaceria_sp._AMW23009,SHELBY,NA,NA,NA
2c48da6ae3d2fec9d3ad65793ef57984,97.115,312,30299.88,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,Amphinema_sp._PS-2017,SHELBY,NA,NA,NA
2c0023de506e3f70de4f31f6a86ffa55,82.166,314,25800.124,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste_atoka,SHELBY,NA,NA,NA
de9e223b7ca9e9eaa3c5e06d04e24096,100,313,31300,Sipuncula,Phascolosomatidea,Phascolosomatida,Phascolosomatidae,Phascolosoma,Phascolosoma_HK01,SHELBY,NA,NA,NA
30f082d3b2e05ba03c2a862b92b77248,82.201,309,25400.109,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Symplectoscyphus,Symplectoscyphus_tricuspidatus,SHELBY,NA,NA,NA
cfb2b8810b71db5680b4f77fcc78ca6d,99.681,313,31200.153,Annelida,Polychaeta,Eunicida,Eunicidae,NA,Eunicidae_HK02,SHELBY,NA,NA,NA
fc2fc35f69ea891760963a5f503a5e85,81.639,305,24899.895,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,Praya_reticulata,SHELBY,NA,NA,NA
57216dfc75c376406ee944202a97507c,80.858,303,24499.974,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora_haswelli,SHELBY,NA,NA,NA
bb0984bd6e249d82dcceccc016761b98,90.939,309,28100.151,Annelida,Polychaeta,Eunicida,Eunicidae,Palola,Palola_sp._AS-2005,SHELBY,NA,NA,NA
34afdc6b6f771c7e533cc772cdd19834,98.083,313,30699.979,Annelida,Polychaeta,Spionida,Cirratulidae,Dodecaceria,Dodecaceria_sp._AMW23009,SHELBY,NA,NA,NA
b8fe6a8b760c2100c18586a1e2dc723b,100,313,31300,Annelida,Polychaeta,Golfingiida,Golfingiidae,Nephasoma,Nephasoma_flagriferum,SHELBY,NA,NA,NA
2b18f715a8a9a1be65b8478c2e61b328,100,313,31300,Annelida,Polychaeta,Terebellida,Terebellidae,NA,Terebellidae_HK05,SHELBY,NA,NA,NA
5e6793f2e45dd56ea765ffd12384307a,99.361,313,31099.993,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,NA,Vermetidae_HK01,SHELBY,NA,NA,NA
da0cf914d7718f71bf9fe13e8afd2ab2,81.579,304,24800.016,Annelida,Polychaeta,Flabelligerida,Flabelligeridae,Diplocirrus,Diplocirrus_toyoshioae,SHELBY,NA,NA,NA
1edf1fe3c062e25e52bd4f2f34cbae91,97.444,313,30499.972,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,Striatobalanus,Striatobalanus_amaryllis,SHELBY,NA,NA,NA
74d85736ad8dd79e64cc7b6e55e7c330,100,313,31300,Chordata,Actinopterygii,Perciformes,Gobiidae,Eviota,Eviota_HK01,SHELBY,NA,NA,NA
28866bb664b7810571f29c59bf308b28,93.61,313,29299.93,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Podocerus,Podocerus_brasiliensis,SHELBY,NA,NA,NA
c13c728e13bb95925e28c076a363a93e,100,313,31300,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ergalatax,Ergalatax_contracta,SHELBY,NA,NA,NA
b0f79e8cb1264fb4c205f84a2c66df8a,83.861,316,26500.076,Arthropoda,Insecta,Lepidoptera,Notodontidae,Hapigia,Hapigia_sp._BOLD:AAD5626,SHELBY,NA,NA,NA
22c0abec8c082d4f9ea6351ac3f5969e,96.486,313,30200.118,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphipholis,Amphipholis_squamata,SHELBY,NA,NA,NA
3a6f05ca769d8ebb1acbb1307eb6ed57,98.722,313,30899.986,Annelida,Polychaeta,Eunicida,Amphinomidae,Eurythoe,Eurythoe_cf._complanata_MW-2015,SHELBY,NA,NA,NA
d1abcf42f7b76530b2fe629619e6f0f6,100,313,31300,Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea,Galathea_senta,SHELBY,NA,NA,NA
9390eb03436e81ed21af33736f7765db,84.566,311,26300.026,Annelida,Polychaeta,Capitellida,Maldanidae,Axiothella,Axiothella_rubrocincta,SHELBY,NA,NA,NA
4637f088cd83766a05a6a3f029fc7c3d,80.831,313,25300.103,Echinodermata,Ophiuroidea,Ophiurida,Ophiocomidae,Clarkcoma,Clarkcoma_canaliculata,SHELBY,NA,NA,NA
fd393c2d87fd884f4dc48d2f9e89c3a3,100,313,31300,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiactis,Ophiactis_sp._C_1298,SHELBY,NA,NA,NA
37cb11f50892dbc34fee8b5ce62d6fb0,100,313,31300,Arthropoda,Hexanauplia,Sessilia,Tetraclitidae,Tetraclitella,Tetraclitella_pilsbryi,SHELBY,NA,NA,NA
3ff79b1b9317ee70f11a27c19065086e,83.387,313,26100.131,Annelida,Clitellata,Haplotaxida,Lumbricidae,Aporrectodea,Aporrectodea_rosea,SHELBY,NA,NA,NA
971d8654a45d4a44cfb19b2fae373122,83.333,306,25499.898,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Marionina,Marionina_sp._1_RV-2016,SHELBY,NA,NA,NA
4b51ef4f7adb4d6330fd4c7c7d4e4a3a,99.682,314,31300.148,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Aiptasia,Aiptasia_pulchella,SHELBY,NA,NA,NA
3c44f1f28b2dbe4afb8b954cb634ea6a,100,313,31300,Mollusca,Gastropoda,Littorinimorpha,Zebinidae,Stosicia,Stosicia_annulata,SHELBY,NA,NA,NA
a1c69227ce86bdc241f186fa61a9945a,85.809,303,26000.127,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,Herdmania_pallida,SHELBY,NA,NA,NA
a35ed8e71793371113f562fa0d649168,97.444,313,30499.972,Porifera,Demospongiae,Suberitida,Suberitidae,Protosuberites,Protosuberites_denhartogi,SHELBY,NA,NA,NA
6d6a8fbd44f0f5e025296842bd2d6085,96.166,313,30099.958,Porifera,Demospongiae,Suberitida,Suberitidae,NA,Suberitidae_HK02,SHELBY,NA,NA,NA
9a86ea206c870563347d6dbb795ddfe4,81.23,309,25100.07,Entoprocta,NA,NA,Loxosomatidae,Loxosoma,Loxosoma_axisadversum,SHELBY,NA,NA,NA
01dd75d88324f100a012851419735900,100,313,31300,Annelida,Polychaeta,Eunicida,Dorvilleidae,Dorvillea,Dorvilleidae_HK01,SHELBY,NA,NA,NA
1e133239c7a66f4d073b088cf9df6c3a,81.311,305,24799.855,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_geniculata,SHELBY,NA,NA,NA
7a8d3fc0fab2cd1fe14f4867ba0b5d79,99.042,313,31000.146,Echinodermata,Ophiuroidea,NA,NA,NA,Ophiuroidea_HK01,SHELBY,NA,NA,NA
4bacb15d98b982b563bd0153bb16a1fb,100,313,31300,Annelida,Polychaeta,Spionida,Spionidae,NA,Spionidae_HK01,SHELBY,NA,NA,NA
edc84bf0a0a583470f4739de8707c047,85.942,313,26899.846,Porifera,Demospongiae,NA,NA,NA,NA,SHELBY,NA,NA,NA
d9e3d91d8fd1aada73acbe93e0cd7984,89.389,311,27799.979,Echinodermata,Ophiuroidea,NA,NA,NA,Ophiuroidea_HK02,SHELBY,NA,NA,NA
550c1f697fecfd6f45e4bea906a6bd10,89.137,313,27899.881,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus_sp._11BIOAK-1122,SHELBY,NA,NA,NA
2b2e057d4cb060038091285099108b2e,84.345,313,26399.985,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Sige,Sige_fusigera,SHELBY,NA,NA,NA
a69fa1f767575757235687814fd52b8f,100,313,31300,Annelida,Polychaeta,Terebellida,Terebellidae,NA,Terebellidae_HK06,SHELBY,NA,NA,NA
3017f8d48315eef0791a1ccb071ff71c,89.776,313,28099.888,Annelida,Polychaeta,NA,NA,NA,Polychaeta_sp._C_0202,SHELBY,NA,NA,NA
0db67538d80eaecc36c1182b06813b33,100,313,31300,Bryozoa,Gymnolaemata,Cheilostomatida,Lepraliellidae,Celleporaria,Celleporaria_inaudita,SHELBY,NA,NA,NA
ba0277d0695d81123fa2795923d2ec39,99.681,313,31200.153,Annelida,Polychaeta,Phyllodocida,Hesionidae,Syllidia,Syllidia_hongkongensis,SHELBY,NA,NA,NA
b95e50a09760d5f9e99e5f9c95659573,82.54,315,26000.1,Arthropoda,Insecta,Diptera,Stratiomyidae,Ptilocera,Ptilocera_continua,SHELBY,NA,NA,NA
3c394e2337da1daba59ce9115b473dd9,82.508,303,24999.924,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,Glycera_robusta,SHELBY,NA,NA,NA
4c4320ea2ca8142bd310f1ed6c3fdd77,83.013,312,25900.056,Annelida,Polychaeta,Eunicida,Oenonidae,Arabella,Arabella_semimaculata,SHELBY,NA,NA,NA
819203d1a8cbfc54ea030f8bfafc72d4,86.293,321,27700.053,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_brasiliensis,SHELBY,NA,NA,NA
36bad480db22d52ceb6e27ed7be866c9,87.908,306,26899.848,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leuckartiara,Leuckartiara_sp._PS-2018,SHELBY,NA,NA,NA
a6243f1d3f0546ee3780e2192e0198b8,100,313,31300,Annelida,Polychaeta,Spionida,Spionidae,NA,Spionidae_HK02,SHELBY,NA,NA,NA
48f5228393f5622e335ba05c17b2989c,100,310,31000,Platyhelminthes,Turbellaria,Polycladida,NA,NA,Polycladida_HK08,SHELBY,NA,NA,NA
cf66dfa165da071b93e806316dbbb488,81.529,314,25600.106,Arthropoda,Insecta,Lepidoptera,Sphingidae,Neopolyptychus,Neopolyptychus_compar,SHELBY,NA,NA,NA
855d93f39cf2674c1040cd8932d1243d,80.063,316,25299.908,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus_eximius,SHELBY,NA,NA,NA
772b1919b0cc5077ed5c5d17059e5315,100,313,31300,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pisidia,Pisidia_gordoni,SHELBY,NA,NA,NA
77f66382b5ed39c46f97fd9313f0f63d,80,300,24000,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium_mirum,SHELBY,NA,NA,NA
03004b0e5e83a7f181a8d21bcfd139e6,95.527,313,29899.951,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Podocerus,Podocerus_brasiliensis,SHELBY,NA,NA,NA
18c411b5b090c50c28ebd1debda252c9,82.781,302,24999.862,Mollusca,Bivalvia,Ostreida,Ostreidae,Boonostrea,Boonostrea_subucula_cf,SHELBY,NA,NA,NA
721699da60d62139e9558f1fd9ba2bc4,100,313,31300,Arthropoda,Malacostraca,Amphipoda,NA,NA,Amphipoda_unspecified,SHELBY,NA,NA,NA
c09602fecae076b6a341a49ae31f5ea8,100,313,31300,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Pagurus_HK01,SHELBY,NA,NA,NA
021c6b06f207cf3e5f9fec7ce39114bd,81.994,311,25500.134,Arthropoda,Malacostraca,Amphipoda,NA,NA,Amphipoda_sp._OTU10,SHELBY,NA,NA,NA
e90b77d99635e55c00d041693d80705f,96.795,312,30200.04,Porifera,Demospongiae,Dendroceratida,Dictyodendrillidae,Igernella,Igernella_notabilis,SHELBY,NA,NA,NA
386fb7c1601d3fc02600c020ad7d3d3f,98.387,310,30499.97,Annelida,NA,Scolecida,Orbiniidae,NA,Orbiniidae_HK01,SHELBY,NA,NA,NA
ffd0e6fa67becb608252be327a226828,100,313,31300,Chordata,Actinopterygii,Perciformes,Gobiidae,Tridentiger,Tridentiger_trigonocephalus,SHELBY,NA,NA,NA
b4aa9cd985c229733c5d60570190acc6,100,313,31300,Arthropoda,Malacostraca,Amphipoda,Maeridae,Maera,Maera_HK01,SHELBY,NA,NA,NA
c3db6253e0718757b553fa788dff318d,84.039,307,25799.973,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,Amphinema,SHELBY,NA,NA,NA
3289be4645ab15f978541f8a6a1900c1,84.177,316,26599.932,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Cantharus,Cantharus_cecillei,SHELBY,NA,NA,NA
66c77e8b5735d5ef1e4bbd1a5583795b,84.665,313,26500.145,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina,Parasmittina_collifera,SHELBY,NA,NA,NA
1bbf7ea52be65932695ff85330961b19,100,304,30400,Mollusca,Bivalvia,Ostreida,Ostreidae,Dendostrea,Dendostrea_sandwichensis,SHELBY,NA,NA,NA
e08ebae715612ad9f8e67ff6f7f360a1,99.361,313,31099.993,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,Gammaridae_sp._KML_32,SHELBY,NA,NA,NA
c366455ae46b9f70766d07d33e453752,80.583,309,24900.147,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Calycopis,Calycopis_cecrops,SHELBY,NA,NA,NA
53bc0a6f05cf247d1748401447579a50,96.486,313,30200.118,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,Cirratulidae_HK02,SHELBY,NA,NA,NA
d6149622345b091a8384a6027fc34d81,100,304,30400,Mollusca,Bivalvia,Ostreoida,Ostreidae,Ostrea,Ostrea_stentina,SHELBY,NA,NA,NA
1d724cdad25c85bb614bb4a0bd3bfdaf,99.361,313,31099.993,Arthropoda,Malacostraca,Amphipoda,NA,NA,Amphipoda_sp._BOLD:ACQ7829,SHELBY,NA,NA,NA
2d67a88559e93fe9fe7fa2222804d2a1,82.903,310,25699.93,Arthropoda,Insecta,Lepidoptera,Notodontidae,Sericochroa,Sericochroa_arecosa,SHELBY,NA,NA,NA
a62769719555c6905ee0e61206cc9d42,100,313,31300,Annelida,Polychaeta,Terebellida,Terebellidae,NA,Terebellidae_HK09,SHELBY,NA,NA,NA
987a9373d6b50527c8eb0fd13b8f4785,81.433,307,24999.931,Arthropoda,Hexanauplia,Calanoida,Calanidae,Undinula,Undinula_vulgaris,SHELBY,NA,NA,NA
5c04750465b32471c836958425280872,83.333,312,25999.896,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_geniculata,SHELBY,NA,NA,NA
cc526f49e6d15db11f42045f3fd42b42,84.936,312,26500.032,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,Glycera_sp._Vd1(b)-Gly,SHELBY,NA,NA,NA
885b9305c062365e3f6e0ba33b4c097d,100,313,31300,Annelida,Polychaeta,Sabellida,Sabellariidae,NA,Sabellariidae_HK01,SHELBY,NA,NA,NA
61e646f18e952d8a87fec95e235be46d,80.386,311,25000.046,Arthropoda,Insecta,Lepidoptera,Crambidae,Eulepte,Eulepte_sp._Solis15,SHELBY,NA,NA,NA
289574a00ca25fcd2c6bf9c9fc3488d6,99.671,304,30299.984,Mollusca,Bivalvia,Ostreoida,Ostreidae,Dendostrea,Dendostrea_crenulifera,SHELBY,NA,NA,NA
68adf10657d10a5d64d2be9995b770ba,81.15,313,25399.95,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,Microporella_sp._BLEED387,SHELBY,NA,NA,NA
dd302a7f4d0a30012b8d68f306f8a223,83.387,313,26100.131,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,Odontosyllis_gibba,SHELBY,NA,NA,NA
0d560654c5994ea2d8e7dca87003b499,99.681,313,31200.153,Annelida,Polychaeta,Terebellida,Cirratulidae,Timarete,Timarete_ceciliae,SHELBY,NA,NA,NA
d97450248005f69e7c541c1b58ed695f,81.388,317,25799.996,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lymanopoda,Lymanopoda_albocincta_albocincta,SHELBY,NA,NA,NA
7caf73fa36d2a3d5c55ead8ede0b0ccc,86.859,312,27100.008,Entoprocta,NA,NA,Pedicellinidae,Pedicellina,Pedicellina_cernua,SHELBY,NA,NA,NA
9ecd1cf786003412d4b52965ede17ac1,99.677,310,30899.87,Platyhelminthes,Turbellaria,Polycladida,NA,NA,Polycladida_HK07,SHELBY,NA,NA,NA
b45fa974b47bc8be196cfd8df0191cfb,100,313,31300,Annelida,Polychaeta,Eunicida,Eunicidae,NA,Eunicidae_HK03,SHELBY,NA,NA,NA
d48bc1090433c8e6dc11e7a4e409b1d6,85.531,311,26600.141,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia_hemisphaerica,SHELBY,NA,NA,NA
dd373627eabdf42d5f36171a0c31cfd7,99.042,313,31000.146,Annelida,Polychaeta,Phyllodocida,Polynoidae,Melaenis,Melaenis_sp._YZ-2018,SHELBY,NA,NA,NA
ef808f68e0e6a5bd04821c7fbcee6e80,80.13,307,24599.91,Arthropoda,Insecta,Diptera,Psychodidae,Micropygomyia,Micropygomyia_micropyga,SHELBY,NA,NA,NA
a25d15f82343312084d8643a5961c502,99.045,314,31100.13,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata_vittata,SHELBY,NA,NA,NA
7d20cb551e505e4a7f73c6c3e47b2c5f,80.328,305,24500.04,Arthropoda,Insecta,Diptera,Tachinidae,Houghia,Houghia_sp._Wood24,SHELBY,NA,NA,NA
702ff826190e624003e5fc86727c8bee,99.042,313,31000.146,Porifera,Demospongiae,Haplosclerida,Callyspongiidae,Callyspongia,Callyspongia_cf._pseudotoxa_LNP-2018,SHELBY,NA,NA,NA
cc2dc15846b37136aa147d44a907ed1c,81.395,301,24499.895,Porifera,Demospongiae,Clionaida,Spirastrellidae,Spirastrella,Spirastrella_cunctatrix,SHELBY,NA,NA,NA
d693864d0da51011d86887a252a0516d,100,313,31300,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce_HK03,SHELBY,NA,NA,NA
6506b61af1f716bb0aa81f5281dbbf3d,97.444,313,30499.972,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina,Parasmittina_sp._BMOO-07647,SHELBY,NA,NA,NA
a3e3eedc7615a3e0f513cec5d870e289,99.361,313,31099.993,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_bisincisus,SHELBY,NA,NA,NA
62903f96e4a5a1f75e2fd252b72c2cba,100,313,31300,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Periclimenes,Periclimenes_HK01,SHELBY,NA,NA,NA
4b36d205251694a261735215d3c7b331,100,313,31300,Annelida,NA,NA,NA,NA,Annelida_sp._BOLD:ACR0175,SHELBY,NA,NA,NA
c9bb4c2ae041d4f36a409a6307b6bd44,100,313,31300,Arthropoda,Malacostraca,Decapoda,Alpheidae,Synalpheus,Synalpheus_streptodactylus,SHELBY,NA,NA,NA
8da3d9b47e7c3e922448edc1a70e317a,95.513,312,29800.056,Porifera,Demospongiae,Biemnida,Biemnidae,Sigmaxinella,Sigmaxinella_hipposiderus,SHELBY,NA,NA,NA
76b2146c70c9d46e5c4904ec5fa215cd,80.592,304,24499.968,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Eudendrium,Eudendrium_rameum,SHELBY,NA,NA,NA
f706e55a48666e1127ca62db7996dda2,100,313,31300,Arthropoda,Malacostraca,Decapoda,Rhynchocinetidae,Rhynchocinetes,Rhynchocinetes_brucei,SHELBY,NA,NA,NA
b94c562cb7c9cb2c939563226e979e9e,94.855,311,29499.905,Porifera,Demospongiae,Suberitida,Halichondriidae,Hymeniacidon,Hymeniacidon_chloris,SHELBY,NA,NA,NA
1bd8099a7549d8694b12a133e9f471c8,80.065,306,24499.89,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiactis,Ophiactis_sp._Bio065,SHELBY,NA,NA,NA
98e08b5da178cc18e6bb72b39d4dd891,99.681,313,31200.153,Arthropoda,Malacostraca,Decapoda,Diogenidae,Areopaguristes,Areopaguristes_HK01,SHELBY,NA,NA,NA
8f91a1954a29a9a3d9f171c9fb7356e9,80.065,306,24499.89,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Mortoniella,Mortoniella_roldani,SHELBY,NA,NA,NA
ddaa2129ce0760979958505ec1e57884,83,300,24900,Platyhelminthes,Rhabditophora,Polycladida,Callioplanidae,Pseudostylochus,Pseudostylochus_intermedius,SHELBY,NA,NA,NA
2427280e7c7658ab76888f7561390b6f,96.805,313,30299.965,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus_trigonus,SHELBY,NA,NA,NA
5709356d8558da6d3ed2cb32fc6c9383,100,313,31300,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,Microporella_HK01,SHELBY,NA,NA,NA
94a582f06520820bec75fffcc44ff7c9,95.527,313,29899.951,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,Monocorophium_acherusicum,SHELBY,NA,NA,NA
cfa1ad82289621767c6ce18ed80ae031,96.166,313,30099.958,Echinodermata,Ophiuroidea,NA,NA,NA,Ophiuroidea_HK01,SHELBY,NA,NA,NA
65da2d6bb93f82aeeda8165eef6df574,85.065,308,26200.02,Arthropoda,Insecta,Lepidoptera,Erebidae,Idia,Idia_aemula,SHELBY,NA,NA,NA
3fce100e0bf00a0829bf5f3ac5910d46,100,313,31300,Arthropoda,Malacostraca,Decapoda,Pilumnidae,NA,Pilumnidae_HK02,SHELBY,NA,NA,NA
acee33be57d92f903c8b021fec805cef,100,313,31300,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,Alpheus_edwardsii_HK01,SHELBY,NA,NA,NA
dfb66cfcfea48dc9191fc06c39cbd83e,82.951,305,25300.055,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,Ophryotrocha_labronica,SHELBY,NA,NA,NA
07b6931f2a794ff0cc842e0d0b1fce7a,80.858,303,24499.974,Arthropoda,Hexanauplia,Harpacticoida,Nannopodidae,Nannopus,Nannopus_bulbiseta,SHELBY,NA,NA,NA
5435751a8badbe7320b6bc89c14a1bc0,80.511,313,25199.943,Annelida,Polychaeta,Spionida,Spionidae,Marenzelleria,Marenzelleria_viridis,SHELBY,NA,NA,NA
da2971e25369f6b6a42f04a6f1e5d79e,84.091,308,25900.028,Annelida,Polychaeta,Spionida,Spionidae,Boccardiella,Boccardiella_hamata,SHELBY,NA,NA,NA
505c38ee2ec73a8e5f3e06c9958299f2,93.61,313,29299.93,Annelida,Clitellata,Haplotaxida,Naididae,Heterodrilus,Heterodrilus_sp._n._PDW-2015,SHELBY,NA,NA,NA
91f8a8462ca62641d40c8702b30059db,95.847,313,30000.111,Porifera,Demospongiae,Clionaida,Clionaidae,Pione,Pione_velans,SHELBY,NA,NA,NA
775a73e5f0df3a8ccf26234669e86c6b,97.125,313,30400.125,Annelida,Polychaeta,Phyllodocida,Hesionidae,Syllidia,Syllidia_hongkongensis,SHELBY,NA,NA,NA
591e04301f649e46b1ac15253305c50c,80.386,311,25000.046,Arthropoda,Insecta,Hemiptera,Cicadellidae,Idiocerus,Idiocerus_nervatus,SHELBY,NA,NA,NA
0a71ca55a438ea93f8fcab1990f8c81d,93.291,313,29200.083,Arthropoda,Malacostraca,Decapoda,Alpheidae,Athanas,Athanas_dimorphus,SHELBY,NA,NA,NA
3216d146a653c965c37291baf8d0d568,81.09,312,25300.08,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Eulechria,Eulechria_melesella,SHELBY,NA,NA,NA
f81d5e9aa79937c4e322ec1c21bea004,81.013,316,25600.108,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Thermocyclops,Thermocyclops_decipiens,SHELBY,NA,NA,NA
22881948c319a8691c7ddcce50bfeeb2,81.553,309,25199.877,Arthropoda,Malacostraca,Mysida,Mysidae,Mysis,Mysis_segerstralei,SHELBY,NA,NA,NA
4d4d2638886ca622aa57af19593d2886,80.192,313,25100.096,Arthropoda,Insecta,Diptera,Chironomidae,Neozavrelia,Neozavrelia_sp._BOLD:AAI3192,SHELBY,NA,NA,NA
d168e36e45a23952aaa887cba3f729c5,98.722,313,30899.986,Porifera,Demospongiae,Suberitida,Suberitidae,Protosuberites,Protosuberites_ectyoninus,SHELBY,NA,NA,NA
